task_id,memfuse
e1fc63a2-da7a-432f-be78-7c4a95598703,0
8e867cd7-cff9-4e6c-867a-ff5ddc2550be,0
ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,0
5d0080cb-90d7-4712-bc33-848150e917d3,0
a1e91b78-d3d8-4675-bb8d-62741b4b68a6,0
46719c30-f4c3-4cad-be07-d5cb21eee6bb,0
4b6bb5f7-f634-410e-815d-e673ab7f8632,0
2d83110e-a098-4ebb-9987-066c06fa42d0,0
27d5d136-8563-469e-92bf-fd103c28b57c,0
dc28cf18-6431-458b-83ef-64b3ce566c10,0
